engine_id,cycle,s2,s3,s4,s6,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21
SYN-ENG-002,76,642.2192107,1589.317216,1398.934245,21.61,553.6743008,2388.019671,9056.321923,47.44074448,521.5763093,2388.030336,8136.656301,8.398939542,389.9737797,39.01836311,23.44443344
SYN-ENG-002,77,642.5462719,1586.359184,1400.961544,21.61,554.6033516,2388.059974,9046.566699,47.41160748,521.6129408,2388.080019,8135.406274,8.453110761,393.0171044,38.9867438,23.27383552
SYN-ENG-002,78,641.9852808,1580.689228,1404.201795,21.61,553.4809424,2388.080992,9042.195651,47.39875463,522.27674,2388.159623,8134.087416,8.37860878,392.0213263,38.88339697,23.34844855
SYN-ENG-002,79,642.1161669,1582.555282,1403.983593,21.61,553.7649919,2388.039682,9048.075289,47.3450018,521.8390827,2388.128952,8135.308853,8.413756591,394.0080386,38.90295115,23.31075265
SYN-ENG-002,80,641.9315762,1591.899664,1393.607304,21.61,553.9222039,2388.061339,9043.639629,47.63657669,521.5209615,2388.099441,8134.611399,8.423757546,392.0211282,38.89085198,23.3634438
SYN-ENG-002,81,642.7290851,1584.841031,1401.991979,21.61,553.8945197,2388.101064,9045.32361,47.42575389,521.6608991,2388.050498,8128.714037,8.424180458,391.9727335,38.76894134,23.37389815
SYN-ENG-002,82,642.044003,1589.006705,1399.292948,21.61,554.1765656,2388.100681,9048.233071,47.25486663,521.9555609,2388.030847,8134.28265,8.398523747,393.0181108,38.89314294,23.27192367
SYN-ENG-002,83,642.6592518,1588.12923,1406.285946,21.61,553.5029749,2388.07925,9049.172134,47.22444297,521.938202,2388.048561,8131.410433,8.412638792,390.9720737,38.79656998,23.32771324
SYN-ENG-002,84,642.6487638,1585.481956,1406.758758,21.61,553.9039218,2388.050614,9050.439932,47.3764364,521.5319888,2388.060801,8131.387841,8.413369104,392.0287825,38.73273292,23.26574798
SYN-ENG-002,85,642.2856118,1590.137187,1406.097185,21.61,554.3949653,2388.009673,9055.915625,47.3636137,522.3141636,2388.049975,8135.068369,8.449816152,391.9751764,39.01300254,23.28548878
SYN-ENG-002,86,641.837597,1588.688074,1403.629995,21.61,553.6738088,2388.098786,9047.425691,47.38190659,521.8253361,2388.08861,8129.992787,8.417277431,393.9849508,38.94022463,23.39429292
SYN-ENG-002,87,642.3240092,1586.607187,1413.112645,21.61,554.0982028,2388.140638,9050.438866,47.34424164,521.4331825,2388.060812,8130.476255,8.433221288,391.0165383,38.87778668,23.34137466
SYN-ENG-002,88,641.9678088,1581.209555,1406.108904,21.61,554.4857284,2388.069305,9046.531777,47.46518694,522.2045908,2388.040229,8131.529056,8.457956678,392.012646,38.90312145,23.31014048
SYN-ENG-002,89,642.2367642,1584.748049,1402.047238,21.61,553.9138644,2388.049978,9055.114225,47.45870273,521.5635483,2388.081478,8135.118668,8.449622924,392.0073561,38.94772432,23.33089973
SYN-ENG-002,90,642.6701757,1584.452404,1413.094284,21.61,552.8862771,2388.099832,9051.257609,47.3163861,521.4809956,2388.089102,8129.712304,8.396068962,391.0004586,38.98275113,23.46910479
SYN-ENG-002,91,641.9809048,1584.892806,1404.674139,21.61,553.5276409,2388.04121,9050.766788,47.32439977,521.5371599,2388.101336,8134.631883,8.394922919,394.0140198,39.11231361,23.3821974
SYN-ENG-002,92,642.897095,1590.038586,1400.917784,21.61,553.8226332,2388.139474,9048.160313,47.44593705,521.9051521,2388.049251,8131.497975,8.397691732,392.0285141,38.98770065,23.35310453
SYN-ENG-002,93,642.8431036,1593.730029,1408.56325,21.61,554.0525604,2388.070824,9047.651992,47.4583591,521.4162431,2388.078976,8133.386607,8.421461289,392.0242566,38.86184441,23.2471491
SYN-ENG-002,94,642.4562956,1583.171874,1404.778137,21.61,553.8513552,2388.148786,9045.963056,47.47639494,521.5992899,2388.069415,8132.534767,8.452662584,393.0174105,38.85188651,23.3749243
SYN-ENG-002,95,642.8650407,1577.63771,1410.135502,21.61,553.9058942,2388.019761,9048.941582,47.38405634,521.9111438,2388.019847,8131.683168,8.458243097,393.9714074,38.76262022,23.32533713
SYN-ENG-002,96,642.187034,1584.025052,1395.215312,21.61,553.3368271,2388.069809,9048.746559,47.39232597,521.666848,2388.060672,8130.762479,8.430556224,391.9798468,38.88030958,23.32445302
SYN-ENG-002,97,642.0617246,1595.678509,1407.717592,21.61,553.393364,2388.089386,9045.850221,47.46264047,521.6607749,2388.060833,8128.507741,8.410520311,392.0115503,39.00951262,23.29632058
SYN-ENG-002,98,641.9979849,1591.047388,1404.739542,21.61,552.7454274,2388.059204,9045.492295,47.37231366,522.3159515,2388.061486,8128.113747,8.400945686,391.0213617,38.95832707,23.25717967
SYN-ENG-002,99,642.4510098,1592.803102,1406.243587,21.61,553.7542291,2388.079439,9044.903506,47.39779175,521.429319,2388.099772,8131.908209,8.448007651,393.0175311,38.8194616,23.23133418
SYN-ENG-002,100,642.2158961,1589.53403,1411.327748,21.61,554.2091001,2388.06873,9045.817435,47.64514071,521.5638031,2388.079994,8132.493841,8.424214189,391.9736003,38.93147818,23.41076608
SYN-ENG-002,101,642.7481266,1584.068263,1403.421905,21.61,553.3770793,2388.05896,9052.385468,47.61904447,521.895773,2388.080129,8125.735213,8.434628625,390.9756612,38.75067644,23.4160875
SYN-ENG-002,102,642.8598583,1589.056128,1403.276372,21.61,553.4099768,2388.150053,9051.259361,47.49091239,521.3729094,2388.049457,8130.613655,8.455880388,393.0039111,38.93908983,23.36725971
SYN-ENG-002,103,642.210318,1581.281401,1403.210129,21.61,553.6418925,2388.089839,9053.176319,47.57476535,521.4201927,2388.099458,8124.364696,8.425635267,392.0112758,38.68918229,23.42939126
SYN-ENG-002,104,642.2942613,1590.634548,1406.196326,21.61,553.6583026,2388.080219,9044.616209,47.34031437,522.3678052,2388.088998,8132.059235,8.401617358,392.0186931,38.95785799,23.33717804
SYN-ENG-002,105,642.0165531,1588.19035,1403.170189,21.61,553.1001572,2388.089507,9048.114223,47.31419673,521.7964572,2388.078825,8133.985312,8.432410062,393.026644,38.77337948,23.3841192
SYN-ENG-003,115,642.6554939,1594.805634,1406.461513,21.61,554.1147302,2388.109467,9050.139889,47.42790788,521.3460559,2388.11948,8127.408554,8.434110119,393.0052891,38.92691614,23.30326692
SYN-ENG-003,116,642.6453563,1580.199035,1401.876884,21.61,554.3970767,2388.078833,9049.896366,47.43071976,521.60315,2388.050362,8134.481777,8.405808969,393.9751619,39.02770257,23.35123118
SYN-ENG-003,117,642.386551,1589.693701,1409.347839,21.61,554.583584,2388.0993,9049.610848,47.5235554,521.2259916,2388.099516,8126.320375,8.425644323,390.9925488,38.72951808,23.17786779
SYN-ENG-003,118,642.3310354,1585.651984,1409.168771,21.61,554.2588088,2388.099962,9051.147557,47.54609472,521.315339,2388.119097,8135.142134,8.419939295,393.0217808,38.87941976,23.29565626
SYN-ENG-003,119,642.6618434,1596.736715,1404.56506,21.61,553.777381,2388.100256,9045.932607,47.55443279,521.4596393,2388.090395,8123.891897,8.418732354,393.991387,39.00896338,23.31713638
SYN-ENG-003,120,642.8119911,1593.711326,1407.773187,21.61,553.657487,2388.100213,9048.605467,47.60063695,521.3351492,2388.101074,8125.566368,8.403144309,392.9996205,38.81268785,23.30547576
SYN-ENG-003,121,642.6276426,1593.668724,1412.05586,21.61,553.6891486,2388.069864,9040.756362,47.43712579,521.2875454,2388.040929,8133.901618,8.425555447,393.9909013,38.63118204,23.42248233
SYN-ENG-003,122,643.2960376,1593.671453,1413.995233,21.61,553.4253214,2388.150221,9042.163337,47.60323853,520.9313635,2388.120535,8131.630122,8.425821881,393.0188047,38.85835955,23.27783344
SYN-ENG-003,123,643.3940715,1586.771948,1403.153107,21.61,552.6246629,2388.11943,9049.342214,47.41073372,521.6024045,2388.168501,8129.73716,8.439068998,392.0035374,38.89812307,23.29318717
SYN-ENG-003,124,642.4827331,1587.172318,1402.20728,21.61,552.2765248,2388.128694,9052.99322,47.5463885,521.3883398,2388.130865,8133.860449,8.441698923,392.974254,38.80024719,23.23526222
SYN-ENG-003,125,642.9688639,1585.503986,1406.320996,21.61,552.4290611,2388.131057,9046.291237,47.6336315,521.5747217,2388.108871,8126.465436,8.408367612,393.9802598,38.68202375,23.30466754
SYN-ENG-003,126,642.4906322,1582.677962,1418.367077,21.61,553.7344985,2388.050079,9049.318345,47.49308263,521.3444235,2388.078871,8130.757119,8.438353317,391.9745781,38.84837289,23.22841514
SYN-ENG-003,127,642.994513,1586.826177,1399.31434,21.61,553.81402,2388.090777,9047.654447,47.62609233,521.3384339,2388.099899,8133.105217,8.462764217,393.0238971,38.9096443,23.27856461
SYN-ENG-003,128,642.4635539,1593.982499,1407.168817,21.61,552.7359153,2388.131168,9056.593596,47.62354149,521.9654791,2388.160279,8132.083649,8.440707898,393.0100554,38.84971358,23.26269614
SYN-ENG-003,129,642.4111689,1591.299734,1408.497029,21.61,552.4320728,2388.088781,9046.256096,47.61232868,522.0063686,2388.129296,8127.129884,8.468234284,392.9987573,38.84094386,23.26674704
SYN-ENG-003,130,642.7033092,1585.84417,1412.258293,21.61,552.6587105,2388.129377,9043.003561,47.45755804,521.4818212,2388.070807,8125.372665,8.393296044,394.0029398,38.70787179,23.34783597
SYN-ENG-003,131,643.0014866,1585.748954,1413.140731,21.61,553.71354,2388.111158,9045.067277,47.70132057,521.436632,2388.129662,8126.530147,8.433500658,391.0098825,38.72867907,23.34342586
SYN-ENG-003,132,643.1812671,1595.988413,1405.740243,21.61,553.1662325,2388.171201,9043.812191,47.56248806,521.6268268,2388.158516,8128.880977,8.422616446,392.9730087,38.53220004,23.31806819
SYN-ENG-003,133,642.4497567,1592.645231,1410.246193,21.61,553.816403,2388.110219,9051.043162,47.57322576,521.2170214,2388.088625,8131.086086,8.460613551,394.017705,38.9519346,23.25304463
SYN-ENG-003,134,642.8428558,1583.553068,1402.77192,21.61,553.1965762,2388.110672,9046.006968,47.75438462,521.5068329,2388.130556,8131.136326,8.42977362,392.9955654,38.67987336,23.28268027
SYN-ENG-003,135,642.4454299,1585.586991,1406.893206,21.61,553.0826658,2388.140491,9050.723394,47.34261025,520.9963376,2388.119807,8129.554017,8.424475453,391.9923118,38.85286481,23.27520536
SYN-ENG-003,136,642.8415123,1584.809517,1404.229779,21.61,554.1828762,2388.059438,9040.991218,47.42920823,521.5412766,2388.110053,8130.286399,8.447293146,392.9820074,38.75814192,23.16925216
SYN-ENG-003,137,642.4305533,1594.601568,1405.135704,21.61,553.3830255,2388.140788,9040.362654,47.88641065,521.6433842,2388.118653,8128.592196,8.449095541,394.020917,38.86944055,23.25768711
SYN-ENG-003,138,642.7801961,1589.863493,1413.309185,21.61,552.9100144,2388.109802,9049.680164,47.40337751,521.5743103,2388.179749,8129.460958,8.420992741,391.986678,38.99785289,23.36510844
SYN-ENG-003,139,643.1172537,1592.383817,1412.471379,21.61,553.2486541,2388.059709,9044.823492,47.67289922,521.0211805,2388.149877,8125.117436,8.462172501,393.9702022,38.88258715,23.34079718
SYN-ENG-003,140,643.0533704,1590.929732,1408.271921,21.61,552.1440885,2388.171019,9055.875859,47.51198273,521.2780789,2388.051095,8130.37087,8.439279526,393.0062615,38.81784363,23.37053524
SYN-ENG-003,141,642.3941543,1590.048259,1415.087291,21.61,553.4359901,2388.130605,9050.657802,47.49241476,521.0606456,2388.159548,8121.024139,8.463763856,394.0187698,39.02032506,23.23989548
SYN-ENG-003,142,642.5189019,1595.195127,1413.334309,21.61,553.1045229,2388.101236,9046.383,47.59075206,520.451722,2388.179631,8124.73339,8.428472099,392.0122665,38.71130855,23.2836417
SYN-ENG-003,143,642.7769041,1593.028313,1404.052784,21.61,553.6126915,2388.130932,9050.658785,47.52394832,520.9857819,2388.110523,8126.770669,8.44140166,393.0178084,38.78906545,23.23207209
SYN-ENG-003,144,643.0975848,1591.795099,1405.721685,21.61,553.7685912,2388.169686,9049.355433,47.57338286,521.1124111,2388.171189,8125.567985,8.459882815,392.9913278,38.74925396,23.22342977
SYN-ENG-004,143,642.7611361,1593.167623,1404.309474,21.61,553.6366565,2388.130047,9050.6383,47.52337159,520.9923951,2388.108626,8126.610523,8.441909453,392.9865489,38.79085044,23.2309929
SYN-ENG-004,144,643.0891025,1591.863171,1405.735775,21.61,553.7555975,2388.168977,9049.391194,47.56634161,521.119556,2388.16956,8125.669464,8.460710472,392.9866181,38.74941925,23.22585085
SYN-ENG-004,145,642.9485623,1594.836976,1409.729311,21.61,553.0205644,2388.131081,9047.133367,47.54065419,521.1305629,2388.14968,8130.711429,8.463967945,395.0172886,38.66730931,23.15027786
SYN-ENG-004,146,642.7135339,1586.795478,1408.655041,21.61,552.5988288,2388.120733,9045.768448,47.62984962,521.127106,2388.119029,8129.24937,8.430841439,392.0282145,38.69036903,23.3247561
SYN-ENG-004,147,642.2477122,1594.814272,1410.073758,21.61,553.0972642,2388.140631,9041.270047,47.79551733,520.9114133,2388.120562,8126.116685,8.442974876,393.0297751,38.77253761,23.26891111
SYN-ENG-004,148,643.0116902,1589.925982,1412.030058,21.61,552.8449617,2388.160019,9040.923987,47.49436448,521.071344,2388.149829,8124.240936,8.427988639,391.9763736,38.77128624,23.25110732
SYN-ENG-004,149,642.8936969,1592.750044,1410.623636,21.61,552.5246068,2388.170126,9057.067612,47.83276397,521.1349563,2388.148754,8124.398122,8.473456834,393.9865239,38.76784276,23.25636772
SYN-ENG-004,150,643.0635044,1589.102729,1409.138693,21.61,553.5687905,2388.119581,9044.834098,47.60227923,520.5098126,2388.210305,8123.206608,8.47218938,393.971734,38.68009695,23.20751065
SYN-ENG-004,151,642.8245396,1592.465748,1412.043851,21.61,552.4072441,2388.139397,9048.21058,47.57536057,520.9382278,2388.218768,8127.236965,8.461158418,394.0155245,38.56107644,23.22747844
SYN-ENG-004,152,642.6759234,1598.480721,1420.774091,21.61,552.6302792,2388.179615,9043.707263,47.71722562,520.3996988,2388.190293,8118.944167,8.456487281,394.9853921,38.76845027,23.23553541
SYN-ENG-004,153,642.9951649,1589.132743,1414.544548,21.61,552.6677465,2388.140493,9049.642667,47.74483625,520.6825567,2388.170724,8123.902061,8.443210477,392.9909294,38.77726306,23.17367022
SYN-ENG-004,154,642.801147,1597.015198,1416.139323,21.61,552.558501,2388.13937,9049.001921,47.73488073,520.7328395,2388.180424,8129.284372,8.478885543,393.9904615,38.81735572,23.23546349
SYN-ENG-004,155,642.8300613,1590.519162,1414.808884,21.61,552.9049641,2388.160889,9049.448974,47.60658566,521.2155993,2388.171378,8120.334159,8.472945625,394.0000259,38.68219084,23.27521131
SYN-ENG-004,156,643.0335437,1585.712764,1421.331308,21.61,553.2473043,2388.259645,9043.953189,47.58481624,520.7587847,2388.160025,8128.291671,8.442504046,395.0210693,38.76655551,23.27722994
SYN-ENG-004,157,642.1934071,1598.070124,1412.445167,21.61,552.3289701,2388.139033,9052.907715,47.71662239,520.9434679,2388.170414,8125.027108,8.432282217,391.9870556,38.6716488,23.23652917
SYN-ENG-004,158,642.8746574,1596.812288,1410.225859,21.61,553.2001953,2388.199102,9049.284787,47.68037549,520.8856177,2388.220411,8126.342493,8.436765491,393.9955249,38.75253599,23.28914118
SYN-ENG-004,159,642.8894042,1589.627511,1420.324589,21.61,552.192834,2388.129949,9048.162269,47.75656274,520.644293,2388.231456,8127.420339,8.440582786,393.9969262,38.75742608,23.25169563
SYN-ENG-004,160,643.4437147,1590.656919,1418.12875,21.61,551.8783235,2388.209122,9045.392504,47.84378207,520.4589101,2388.219074,8122.697716,8.443422804,395.9774004,38.51782034,23.28060037
SYN-ENG-004,161,642.9970506,1594.089116,1417.273997,21.61,552.7872101,2388.178707,9048.051511,47.76661187,520.4629254,2388.180052,8126.978001,8.440112437,393.9748368,38.66322469,23.29702583
SYN-ENG-004,162,643.1451304,1592.304412,1423.374877,21.61,552.6634316,2388.151164,9044.241167,47.79160034,520.4389976,2388.1996,8123.931245,8.501253894,393.9744409,38.78036269,23.153455
SYN-ENG-004,163,642.8531295,1600.485572,1421.097683,21.61,552.414976,2388.199694,9049.446126,47.89312514,520.302874,2388.200908,8124.116509,8.512829404,393.0275446,38.65134493,23.1399953
SYN-ENG-004,164,643.1707685,1598.92466,1416.589459,21.61,551.9024809,2388.16936,9049.126363,47.69897899,520.6200671,2388.280307,8124.453721,8.47999708,394.0155769,38.62234885,23.17769385
SYN-ENG-004,165,642.7529815,1597.038518,1408.109213,21.61,552.7871687,2388.189425,9039.232821,47.89405239,520.7026623,2388.238848,8126.662628,8.491727456,393.0017631,38.5933001,23.21163922
SYN-ENG-004,166,643.3329099,1596.681885,1422.522329,21.61,552.1208424,2388.219741,9043.215505,47.85875808,520.009,2388.219271,8119.355474,8.466986423,394.9926928,38.62194576,23.14368233
SYN-ENG-004,167,643.0118536,1593.760036,1414.811342,21.61,552.5605817,2388.230318,9041.945013,47.85211939,520.5001183,2388.178847,8122.621352,8.463570157,394.0012516,38.77251716,23.29931208
SYN-ENG-004,168,642.6815178,1591.219053,1415.534364,21.61,552.1003445,2388.221021,9036.25862,47.8389723,520.7845452,2388.191018,8124.307219,8.492048243,393.0161057,38.76065788,23.27847045
SYN-ENG-004,169,643.2001347,1590.054916,1418.229077,21.61,552.7078703,2388.251269,9055.297949,47.88163595,520.4337648,2388.180377,8125.302446,8.47607826,394.0017215,38.57689894,23.18553149
SYN-ENG-004,170,642.9115467,1592.592641,1417.584279,21.61,552.0203325,2388.209331,9043.875238,47.85813757,520.2164016,2388.258924,8121.684921,8.489881777,394.9879443,38.65684686,23.16317211
SYN-ENG-004,171,643.2695058,1592.088067,1414.879356,21.61,552.7139581,2388.198841,9042.358454,48.02523532,519.8623264,2388.220468,8124.716457,8.491887588,394.9916119,38.68010552,23.24442401
SYN-ENG-004,172,643.3246975,1591.736687,1413.67844,21.61,551.6917115,2388.240485,9039.217723,48.06626284,520.5320051,2388.260256,8120.173694,8.460128542,392.9868115,38.65054666,23.15796555
SYN-ENG-005,159,642.8898501,1589.587766,1420.213949,21.61,552.1772236,2388.131251,9047.979843,47.76194863,520.6637176,2388.230348,8127.492589,8.440402475,393.9920396,38.7599726,23.25268328
SYN-ENG-005,160,643.4486791,1590.652772,1418.120471,21.61,551.8855102,2388.209588,9045.520963,47.84076448,520.480317,2388.219027,8122.475914,8.443172218,395.9950708,38.51803329,23.28191536
SYN-ENG-005,161,642.9904039,1594.27129,1417.451367,21.61,552.7885612,2388.180625,9047.828055,47.76779309,520.460834,2388.179761,8127.048956,8.440846336,394.0161993,38.66319703,23.29435889
SYN-ENG-005,162,643.1508716,1592.169333,1423.596996,21.61,552.6857527,2388.149662,9044.470492,47.78761399,520.432138,2388.200966,8123.725658,8.501777198,393.9790971,38.7785588,23.15287549
SYN-ENG-005,163,642.8552354,1600.578846,1421.125753,21.61,552.4228345,2388.198921,9049.168409,47.88921254,520.3108369,2388.200967,8123.917643,8.512447686,392.9827801,38.64782701,23.14281548
SYN-ENG-005,164,643.1652886,1599.004365,1416.600159,21.61,551.891742,2388.170822,9048.664957,47.70435371,520.6170574,2388.278767,8124.739919,8.480513233,394.018406,38.61967399,23.17798853
SYN-ENG-005,165,642.7579469,1596.969467,1407.910787,21.61,552.7847955,2388.191249,9039.027812,47.89386011,520.703609,2388.23878,8126.663415,8.491625838,393.0213306,38.58758272,23.21385047
SYN-ENG-005,166,643.3338492,1596.700756,1422.477844,21.61,552.1429955,2388.219831,9043.240236,47.86109435,520.024972,2388.21984,8119.028876,8.466536543,394.9925823,38.617885,23.14556355
SYN-ENG-005,167,643.0172265,1593.817401,1414.849293,21.61,552.5744481,2388.229248,9042.068271,47.85422589,520.4856406,2388.178694,8122.463826,8.462904265,393.9819732,38.77130752,23.30196189
SYN-ENG-005,168,642.6786387,1591.268602,1415.746995,21.61,552.0726911,2388.218948,9036.43716,47.835836,520.7863124,2388.189716,8124.340783,8.492450708,393.007507,38.76015799,23.27518436
SYN-ENG-005,169,643.1989564,1590.06371,1418.039631,21.61,552.7183289,2388.251208,9055.01818,47.87942225,520.4540958,2388.179583,8125.229661,8.476473542,394.0190357,38.58239355,23.18824959
SYN-ENG-005,170,642.920663,1592.821667,1417.447757,21.61,552.0133667,2388.209824,9044.054642,47.85705283,520.2359342,2388.26098,8121.705005,8.489972388,394.9780852,38.66200094,23.15956724
SYN-ENG-005,171,643.2679248,1592.154392,1414.960585,21.61,552.7265719,2388.199247,9042.051646,48.03104342,519.8574813,2388.221477,8124.68537,8.492658139,395.0100745,38.68110374,23.24574913
SYN-ENG-005,172,643.3205588,1591.635242,1413.879902,21.61,551.6989231,2388.240989,9038.93973,48.07495751,520.5325556,2388.261496,8120.086359,8.459364817,393.0162707,38.64782193,23.15851539
SYN-ENG-005,173,642.9749199,1590.691247,1425.143675,21.61,552.139075,2388.220819,9048.993315,47.89844858,520.1201351,2388.229838,8121.815971,8.50903405,395.0199,38.58759792,23.17729971
SYN-ENG-005,174,642.6378193,1599.890855,1422.651038,21.61,552.323905,2388.220132,9041.138577,48.00457044,520.2274069,2388.208592,8119.230257,8.44825835,392.9917901,38.57320298,23.03483958
SYN-ENG-005,175,643.6193688,1603.262273,1422.407198,21.61,551.6279848,2388.23093,9042.762467,47.86414982,520.3718178,2388.221149,8125.619074,8.488573443,393.9822422,38.577086,23.15542687
SYN-ENG-005,176,642.8576458,1592.217159,1422.885303,21.61,551.9226682,2388.229815,9045.947418,47.84262449,519.8126336,2388.200808,8123.897705,8.485678258,394.028121,38.71695733,23.24872098
SYN-ENG-005,177,643.7827496,1602.03738,1423.911694,21.61,551.9125712,2388.2512,9046.214088,48.03069574,520.2368113,2388.230118,8119.995851,8.47863431,396.0158914,38.62708184,23.16944974
