unit,cycle,rul,lower,upper,failure_probability,health,risk,action,priority,engine,actual_rul
26,76,111.92695449333361,70.21000535690983,153.6439036297574,0.0002860412086636612,89.5415635946669,HEALTHY,Monitor,43.831995714472136,ENG-026,119
27,140,91.63432290734882,49.91737377092504,133.3512720437726,0.0004331056920045505,73.30745832587905,HEALTHY,Monitor,60.06610098325997,ENG-027,66
28,158,102.33270146398407,60.61575232756029,144.04965060040786,0.0006272480793793284,81.86616117118726,HEALTHY,Monitor,51.507398137951775,ENG-028,97
29,171,109.07408759613847,67.35713845971469,150.79103673256225,0.0003118449327426496,87.25927007691078,HEALTHY,Monitor,46.114289232228245,ENG-029,90
30,143,101.68833978328801,59.971390646864236,143.40528891971178,0.002106930548591257,81.3506718266304,HEALTHY,Monitor,52.02288748250861,ENG-030,115
31,196,12.652488665739416,0.0,54.36943780216319,0.9891378704276548,10.121990932591533,CRITICAL,Priority inspection,100.0,ENG-031,8
32,145,50.394447157011754,8.677498020587976,92.11139629343553,0.0006976885967173933,40.3155577256094,HEALTHY,Monitor,93.05800158352962,ENG-032,48
33,50,120.91173023584753,79.19478109942375,162.6286793722713,0.0029275998148778452,96.72938418867803,HEALTHY,Monitor,36.644175120461,ENG-033,106
34,203,11.478685811549829,0.0,53.19563494797361,0.9705995292907633,9.182948649239863,CRITICAL,Priority inspection,100.0,ENG-034,7
35,198,8.785398234105102,0.0,50.50234737052888,0.9953153792659647,7.028318587284082,CRITICAL,Priority inspection,100.0,ENG-035,11
36,126,16.660940369242184,0.0,58.37788950566596,0.9875321730571305,13.328752295393748,CRITICAL,Priority inspection,100.0,ENG-036,19
37,121,54.37589539874361,12.65894626231983,96.09284453516739,0.12316213295738308,43.50071631899488,HEALTHY,Monitor,89.87284299014414,ENG-037,21
38,125,49.710171868373244,7.993222731949466,91.42712100479702,0.07294933639543642,39.76813749469859,WATCH,Schedule inspection,93.60542181444043,ENG-038,50
39,37,124.1616158186472,82.44466668222343,165.878564955071,0.00022420438770853635,99.32929265491777,HEALTHY,Monitor,34.04426665422125,ENG-039,142
40,133,19.917044302253764,0.0,61.63399343867754,0.9343456072923872,15.93363544180301,CRITICAL,Priority inspection,100.0,ENG-040,28
41,123,60.844633427119426,19.127684290695647,102.5615825635432,0.17160978475923375,48.67570674169554,HEALTHY,Monitor,84.69785256744349,ENG-041,18
42,156,21.015113891160095,0.0,62.73206302758388,0.9537217606542813,16.812091112928076,WATCH,Schedule inspection,100.0,ENG-042,10
43,172,96.71833334701222,55.00138421058844,138.435282483436,0.00952630767182313,77.37466667760977,HEALTHY,Monitor,55.99889263152924,ENG-043,59
44,54,119.86780197608971,78.15085283966593,161.5847511125135,0.0004054836545532765,95.89424158087176,HEALTHY,Monitor,37.47931772826726,ENG-044,109
45,152,54.22166374804094,12.50471461161716,95.93861288446472,0.011679397942080987,43.37733099843275,HEALTHY,Monitor,89.99622831070627,ENG-045,114
46,146,47.42954819010281,5.712599053679028,89.14649732652659,0.10205070547284406,37.94363855208224,WATCH,Schedule inspection,95.42992075705678,ENG-046,47
47,73,104.21457622502906,62.497627088605284,145.93152536145283,0.0008984209244278936,83.37166098002325,HEALTHY,Monitor,50.00189832911577,ENG-047,135
48,78,114.31981849092608,72.6028693545023,156.03676762734986,0.0003648670267748839,91.45585479274087,HEALTHY,Monitor,41.91770451639816,ENG-048,92
49,303,25.101535126526073,0.0,66.81848426294985,0.9853285332866497,20.08122810122086,WATCH,Schedule inspection,100.0,ENG-049,21
50,74,111.13402112652301,69.41707199009923,152.8509702629468,0.0002560614678233155,88.9072169012184,HEALTHY,Monitor,44.466342407920614,ENG-050,79
51,144,91.22313869121845,49.50618955479467,132.94008782764223,0.0004220963439987706,72.97851095297476,HEALTHY,Monitor,60.39504835616426,ENG-051,114
52,189,30.588465650900357,0.0,72.30541478732414,0.7677516180356152,24.470772520720285,WATCH,Schedule inspection,100.0,ENG-052,29
53,164,34.048736396608234,0.0,75.76568553303201,0.5446534740664505,27.238989117286586,WATCH,Schedule inspection,100.0,ENG-053,26
54,121,108.61982372154407,66.90287458512029,150.33677285796784,0.00032563319342681485,86.89585897723526,HEALTHY,Monitor,46.47770033190377,ENG-054,97
55,113,109.36695875142343,67.65000961499965,151.0839078878472,0.00036988362213936926,87.49356700113874,HEALTHY,Monitor,45.87999230800028,ENG-055,137
56,136,11.010521720808493,0.0,52.72747085723227,0.9942234064487087,8.808417376646794,CRITICAL,Priority inspection,100.0,ENG-056,15
57,160,84.54928819906746,42.83233906264368,126.26623733549124,0.00422713385182788,67.63943055925398,HEALTHY,Monitor,65.73412874988504,ENG-057,103
58,176,45.130090706473645,3.4131415700498664,86.84703984289743,0.6729621576551699,36.10407256517892,WATCH,Schedule inspection,97.26948674396012,ENG-058,37
59,94,110.57111138970524,68.85416225328146,152.28806052612902,0.00019824649077941788,88.45688911176418,HEALTHY,Monitor,44.91667019737483,ENG-059,114
60,147,84.79986737488554,43.08291823846176,126.51681651130932,0.0004456132742398821,67.83989389990843,HEALTHY,Monitor,65.53366540923061,ENG-060,100
61,159,43.55885119618135,1.8419020597575724,85.27580033260513,0.35112518459078823,34.84708095694508,WATCH,Schedule inspection,98.52647835219395,ENG-061,21
62,232,50.18904328957166,8.472094153147879,91.90599242599544,0.0008038499207000473,40.151234631657324,HEALTHY,Monitor,93.2223246774817,ENG-062,54
63,155,52.19109041487084,10.474141278447064,93.90803955129462,0.019531263935110146,41.752872331896675,HEALTHY,Monitor,91.62068697724234,ENG-063,72
64,168,37.59701004399946,0.0,79.31395918042324,0.5035658437328151,30.07760803519957,WATCH,Schedule inspection,100.0,ENG-064,28
65,71,120.37574378797567,78.65879465155189,162.09269292439944,0.0002026040411251094,96.30059503038053,HEALTHY,Monitor,37.07296427875849,ENG-065,128
66,147,16.634375065486168,0.0,58.35132420190995,0.9940238099733324,13.307500052388933,CRITICAL,Priority inspection,100.0,ENG-066,14
67,71,109.26479621758905,67.54784708116527,150.98174535401284,0.0004374962075898231,87.41183697407124,HEALTHY,Monitor,45.961722335067776,ENG-067,77
68,187,10.864085531946957,0.0,52.581034668370734,0.9968307239418713,8.691268425557565,CRITICAL,Priority inspection,100.0,ENG-068,8
69,54,122.62558706856598,80.9086379321422,164.34253620498976,0.00040742116488999574,98.10046965485279,HEALTHY,Monitor,35.27308965428624,ENG-069,121
70,152,101.04353783004477,59.32658869362099,142.76048696646853,0.0013684897040910854,80.83483026403582,HEALTHY,Monitor,52.5387290451032,ENG-070,94
71,68,98.46402610257478,56.747076966151,140.18097523899854,0.00028565913246152434,78.77122088205982,HEALTHY,Monitor,54.602338427079204,ENG-071,118
72,131,72.17233190312862,30.455382766704844,113.8892810395524,0.0006634968921314407,57.7378655225029,HEALTHY,Monitor,75.63569378663612,ENG-072,50
73,112,111.23778988139213,69.52084074496835,152.9547390178159,0.0003294605523654368,88.9902319051137,HEALTHY,Monitor,44.383327404025316,ENG-073,131
74,137,90.51883475402214,48.80188561759836,132.23578389044593,0.0007067184137774108,72.41506780321771,HEALTHY,Monitor,60.958491505921316,ENG-074,126
75,88,114.25743273745027,72.5404836010265,155.97438187387405,0.00031039437278673775,91.40594618996022,HEALTHY,Monitor,41.96761311917881,ENG-075,113
76,205,10.698838686634126,0.0,52.415787823057904,0.9957140425626617,8.559070949307301,CRITICAL,Priority inspection,100.0,ENG-076,10
77,162,39.40514174415186,0.0,81.12209088057564,0.5471277204459635,31.52411339532149,WATCH,Schedule inspection,100.0,ENG-077,34
78,72,123.55102946083845,81.83408032441467,165.26797859726224,0.00022878421509140595,98.84082356867076,HEALTHY,Monitor,34.53273574046827,ENG-078,107
79,101,79.78440126235034,38.067452125926565,121.50135039877412,0.0005788823503901586,63.82752100988028,HEALTHY,Monitor,69.54603829925875,ENG-079,63
80,133,77.93213759457726,36.21518845815348,119.64908673100103,0.0007556768641456274,62.3457100756618,HEALTHY,Monitor,71.02784923347723,ENG-080,90
81,213,8.082164247743178,0.0,49.79911338416696,0.9945311523595828,6.465731398194542,CRITICAL,Priority inspection,100.0,ENG-081,8
82,162,13.659507884548985,0.0,55.376457020972765,0.9824618891135947,10.927606307639188,CRITICAL,Priority inspection,100.0,ENG-082,9
83,73,116.05972649333184,74.34277735690806,157.77667562975563,0.00028228029793831306,92.84778119466547,HEALTHY,Monitor,40.52577811447355,ENG-083,137
84,172,66.6419374799936,24.924988343569822,108.35888661641738,0.005875759904280189,53.31354998399488,HEALTHY,Monitor,80.06000932514414,ENG-084,58
85,34,123.31812027778241,81.60117114135863,165.0350694142062,0.0004165783096655749,98.65449622222593,HEALTHY,Monitor,34.719063086913096,ENG-085,118
86,110,70.49328752760765,28.77633839118387,112.21023666403143,0.0004939157483955978,56.39463002208612,HEALTHY,Monitor,76.97892928705289,ENG-086,89
87,56,122.18847775577775,80.47152861935398,163.90542689220155,0.0003007436946741898,97.7507822046222,HEALTHY,Monitor,35.62277710451682,ENG-087,116
88,68,110.63271619760845,68.91576706118467,152.34966533403224,0.0004743299346033218,88.50617295808675,HEALTHY,Monitor,44.86738635105226,ENG-088,115
89,177,96.85205574906286,55.13510661263908,138.56900488548663,0.0007744514229439918,77.48164459925029,HEALTHY,Monitor,55.891914709888745,ENG-089,136
90,146,28.383379833767343,0.0,70.10032897019113,0.735499407207201,22.706703867013875,WATCH,Schedule inspection,100.0,ENG-090,28
91,234,22.53203257360241,0.0,64.24898171002619,0.987448569171893,18.02562605888193,WATCH,Schedule inspection,100.0,ENG-091,38
92,150,20.581549827947875,0.0,62.29849896437165,0.9564151075088602,16.4652398623583,WATCH,Schedule inspection,100.0,ENG-092,20
93,244,42.05094646574864,0.33399732932485904,83.76789560217242,0.043220959264900265,33.64075717259891,WATCH,Schedule inspection,99.73280213654012,ENG-093,85
94,133,49.85469846288809,8.13774932646431,91.57164759931186,0.4515775773539825,39.88375877031047,WATCH,Schedule inspection,93.48980053882855,ENG-094,55
95,89,97.76821754276385,56.05126840634007,139.4851666791876,0.0003562816962197608,78.21457403421108,HEALTHY,Monitor,55.15898527492794,ENG-095,128
96,97,98.32897161945547,56.612022483031694,140.04592075587925,0.0002342912450253301,78.66317729556438,HEALTHY,Monitor,54.710382013574645,ENG-096,137
97,134,81.27134723811778,39.554398101694005,122.98829637454156,0.0006152579290103617,65.01707779049423,HEALTHY,Monitor,68.3564815186448,ENG-097,82
98,121,67.65356563811534,25.93661650169156,109.37051477453912,0.0033743920679590728,54.12285251049227,HEALTHY,Monitor,79.25070679864675,ENG-098,59
99,97,116.09688601014828,74.3799368737245,157.81383514657205,0.0002406949230140614,92.87750880811862,HEALTHY,Monitor,40.4960505010204,ENG-099,117
100,198,16.399894732200906,0.0,58.116843868624684,0.9818790817128052,13.119915785760725,CRITICAL,Priority inspection,100.0,ENG-100,20
